race_date,meet,race_no,bet_type,combination,odds,raw_text
2000-01-16,제주,4,쌍승식,,,
2000-01-16,제주,4,복연승식,,,
2000-01-16,제주,4,삼복승식,,,
2000-01-16,제주,4,삼쌍승식,,,
2000-01-16,제주,5,단승식,⑨,1.6,⑨ 1.6
2000-01-16,제주,5,연승식,⑨,1.1,⑨ 1.1 ② 6.6 ③ 2.2
2000-01-16,제주,5,연승식,②,6.6,⑨ 1.1 ② 6.6 ③ 2.2
2000-01-16,제주,5,연승식,③,2.2,⑨ 1.1 ② 6.6 ③ 2.2
2000-01-16,제주,5,복승식,⑨②,28.6,⑨② 28.6
2000-01-16,제주,5,쌍승식,,,
2000-01-16,제주,5,복연승식,,,
2000-01-16,제주,5,삼복승식,,,
2000-01-16,제주,5,삼쌍승식,,,
2000-01-16,제주,6,단승식,⑩,4.4,⑩ 4.4
2000-01-16,제주,6,연승식,⑩,1.2,⑩ 1.2 ② 5.5 ① 1.3
2000-01-16,제주,6,연승식,②,5.5,⑩ 1.2 ② 5.5 ① 1.3
2000-01-16,제주,6,연승식,①,1.3,⑩ 1.2 ② 5.5 ① 1.3
2000-01-16,제주,6,복승식,⑩②,32.0,⑩② 32.0
2000-01-16,제주,6,쌍승식,,,
2000-01-16,제주,6,복연승식,,,
2000-01-16,제주,6,삼복승식,,,
2000-01-16,제주,6,삼쌍승식,,,
2000-01-16,제주,7,단승식,⑨,28.5,⑨ 28.5
2000-01-16,제주,7,연승식,⑨,6.9,⑨ 6.9 ① 6.5 ② 8.7
2000-01-16,제주,7,연승식,①,6.5,⑨ 6.9 ① 6.5 ② 8.7
2000-01-16,제주,7,연승식,②,8.7,⑨ 6.9 ① 6.5 ② 8.7
2000-01-16,제주,7,복승식,⑨①,870.4,⑨① 870.4
2000-01-16,제주,7,쌍승식,,,
2000-01-16,제주,7,복연승식,,,
2000-01-16,제주,7,삼복승식,,,
2000-01-16,제주,7,삼쌍승식,,,
2000-01-16,제주,8,단승식,⑥,35.4,⑥ 35.4
2000-01-16,제주,8,연승식,⑥,6.3,⑥ 6.3 ① 8.9 ⑩ 3.4
2000-01-16,제주,8,연승식,①,8.9,⑥ 6.3 ① 8.9 ⑩ 3.4
2000-01-16,제주,8,연승식,⑩,3.4,⑥ 6.3 ① 8.9 ⑩ 3.4
2000-01-16,제주,8,복승식,⑥①,97.3,⑥① 97.3
2000-01-16,제주,8,쌍승식,,,
2000-01-16,제주,8,복연승식,,,
2000-01-16,제주,8,삼복승식,,,
2000-01-16,제주,8,삼쌍승식,,,
2000-01-16,제주,9,단승식,②,7.2,② 7.2
2000-01-16,제주,9,연승식,②,1.0,② 1.0 ⑥ 2.5
2000-01-16,제주,9,연승식,⑥,2.5,② 1.0 ⑥ 2.5
2000-01-16,제주,9,복승식,②⑥,2.6,②⑥ 2.6
2000-01-16,제주,9,쌍승식,,,
2000-01-16,제주,9,복연승식,,,
2000-01-16,제주,9,삼복승식,,,
2000-01-16,제주,9,삼쌍승식,,,
2000-01-16,제주,10,단승식,①,8.2,① 8.2
2000-01-16,제주,10,연승식,①,1.0,① 1.0 ③ 1.7 ④ 2.0
2000-01-16,제주,10,연승식,③,1.7,① 1.0 ③ 1.7 ④ 2.0
2000-01-16,제주,10,연승식,④,2.0,① 1.0 ③ 1.7 ④ 2.0
2000-01-16,제주,10,복승식,①③,8.0,①③ 8.0
2000-01-16,제주,10,쌍승식,,,
2000-01-16,제주,10,복연승식,,,
2000-01-16,제주,10,삼복승식,,,
2000-01-16,제주,10,삼쌍승식,,,
2000-01-22,제주,1,단승식,⑧,3.2,⑧ 3.2
2000-01-22,제주,1,연승식,⑧,2.3,⑧ 2.3 ③ 2.1 ⑤ 1.5
2000-01-22,제주,1,연승식,③,2.1,⑧ 2.3 ③ 2.1 ⑤ 1.5
2000-01-22,제주,1,연승식,⑤,1.5,⑧ 2.3 ③ 2.1 ⑤ 1.5
2000-01-22,제주,1,복승식,⑧③,22.9,⑧③ 22.9
2000-01-22,제주,1,쌍승식,⑧③,64.9,⑧③ 64.9
2000-01-22,제주,1,복연승식,,,
2000-01-22,제주,1,삼복승식,,,
2000-01-22,제주,1,삼쌍승식,,,
2000-01-22,제주,2,단승식,②,3.3,② 3.3
2000-01-22,제주,2,연승식,②,1.3,② 1.3 ⑦ 5.2 ④ 8.2
2000-01-22,제주,2,연승식,⑦,5.2,② 1.3 ⑦ 5.2 ④ 8.2
2000-01-22,제주,2,연승식,④,8.2,② 1.3 ⑦ 5.2 ④ 8.2
2000-01-22,제주,2,복승식,②⑦,35.6,②⑦ 35.6
2000-01-22,제주,2,쌍승식,,,
2000-01-22,제주,2,복연승식,,,
2000-01-22,제주,2,삼복승식,,,
2000-01-22,제주,2,삼쌍승식,,,
2000-01-22,제주,3,단승식,①,1.6,① 1.6
2000-01-22,제주,3,연승식,①,1.0,① 1.0 ⑧ 1.5 ③ 2.0
2000-01-22,제주,3,연승식,⑧,1.5,① 1.0 ⑧ 1.5 ③ 2.0
2000-01-22,제주,3,연승식,③,2.0,① 1.0 ⑧ 1.5 ③ 2.0
2000-01-22,제주,3,복승식,①⑧,2.3,①⑧ 2.3
2000-01-22,제주,3,쌍승식,,,
2000-01-22,제주,3,복연승식,,,
2000-01-22,제주,3,삼복승식,,,
2000-01-22,제주,3,삼쌍승식,,,
2000-01-22,제주,4,단승식,⑤,10.9,⑤ 10.9
2000-01-22,제주,4,연승식,⑤,2.2,⑤ 2.2 ⑥ 23.2 ② 2.4
2000-01-22,제주,4,연승식,⑥,23.2,⑤ 2.2 ⑥ 23.2 ② 2.4
2000-01-22,제주,4,연승식,②,2.4,⑤ 2.2 ⑥ 23.2 ② 2.4
2000-01-22,제주,4,복승식,⑤⑥,98.8,⑤⑥ 98.8
2000-01-22,제주,4,쌍승식,⑤⑥,106.6,⑤⑥ 106.6
2000-01-22,제주,4,복연승식,,,
2000-01-22,제주,4,삼복승식,,,
2000-01-22,제주,4,삼쌍승식,,,
2000-01-22,제주,5,단승식,⑥,5.2,⑥ 5.2
2000-01-22,제주,5,연승식,⑥,2.3,⑥ 2.3 ⑨ 2.0 ① 7.4
2000-01-22,제주,5,연승식,⑨,2.0,⑥ 2.3 ⑨ 2.0 ① 7.4
2000-01-22,제주,5,연승식,①,7.4,⑥ 2.3 ⑨ 2.0 ① 7.4
2000-01-22,제주,5,복승식,⑥⑨,13.3,⑥⑨ 13.3
2000-01-22,제주,5,쌍승식,,,
2000-01-22,제주,5,복연승식,,,
2000-01-22,제주,5,삼복승식,,,
2000-01-22,제주,5,삼쌍승식,,,
2000-01-22,제주,6,단승식,①,1.9,① 1.9
2000-01-22,제주,6,연승식,①,1.4,① 1.4 ⑧ 3.2 ⑩ 1.1
2000-01-22,제주,6,연승식,⑧,3.2,① 1.4 ⑧ 3.2 ⑩ 1.1
2000-01-22,제주,6,연승식,⑩,1.1,① 1.4 ⑧ 3.2 ⑩ 1.1
2000-01-22,제주,6,복승식,①⑧,9.8,①⑧ 9.8
2000-01-22,제주,6,쌍승식,,,
2000-01-22,제주,6,복연승식,,,
2000-01-22,제주,6,삼복승식,,,
2000-01-22,제주,6,삼쌍승식,,,
2000-01-22,제주,7,단승식,②,1.8,② 1.8
2000-01-22,제주,7,연승식,②,1.0,② 1.0 ⑧ 1.8 ① 3.1
2000-01-22,제주,7,연승식,⑧,1.8,② 1.0 ⑧ 1.8 ① 3.1
2000-01-22,제주,7,연승식,①,3.1,② 1.0 ⑧ 1.8 ① 3.1
2000-01-22,제주,7,복승식,②⑧,3.6,②⑧ 3.6
2000-01-22,제주,7,쌍승식,,,
2000-01-22,제주,7,복연승식,,,
2000-01-22,제주,7,삼복승식,,,
2000-01-22,제주,7,삼쌍승식,,,
2000-01-22,제주,8,단승식,②,9.9,② 9.9
2000-01-22,제주,8,연승식,②,2.0,② 2.0 ⑩ 4.0 ⑦ 1.4
2000-01-22,제주,8,연승식,⑩,4.0,② 2.0 ⑩ 4.0 ⑦ 1.4
2000-01-22,제주,8,연승식,⑦,1.4,② 2.0 ⑩ 4.0 ⑦ 1.4
2000-01-22,제주,8,복승식,②⑩,84.4,②⑩ 84.4
2000-01-22,제주,8,쌍승식,,,
2000-01-22,제주,8,복연승식,,,
2000-01-22,제주,8,삼복승식,,,
2000-01-22,제주,8,삼쌍승식,,,
2000-01-22,제주,9,단승식,⑩,4.2,⑩ 4.2
2000-01-22,제주,9,연승식,⑩,1.7,⑩ 1.7 ⑨ 2.6 ④ 1.6
2000-01-22,제주,9,연승식,⑨,2.6,⑩ 1.7 ⑨ 2.6 ④ 1.6
2000-01-22,제주,9,연승식,④,1.6,⑩ 1.7 ⑨ 2.6 ④ 1.6
2000-01-22,제주,9,복승식,⑩⑨,17.4,⑩⑨ 17.4
2000-01-22,제주,9,쌍승식,,,
2000-01-22,제주,9,복연승식,,,
2000-01-22,제주,9,삼복승식,,,
2000-01-22,제주,9,삼쌍승식,,,
2000-01-22,제주,10,단승식,②,10.7,② 10.7
2000-01-22,제주,10,연승식,②,1.8,② 1.8 ⑦ 1.1 ⑤ 1.9
2000-01-22,제주,10,연승식,⑦,1.1,② 1.8 ⑦ 1.1 ⑤ 1.9
2000-01-22,제주,10,연승식,⑤,1.9,② 1.8 ⑦ 1.1 ⑤ 1.9
2000-01-22,제주,10,복승식,②⑦,8.2,②⑦ 8.2
2000-01-22,제주,10,쌍승식,,,
2000-01-22,제주,10,복연승식,,,
2000-01-22,제주,10,삼복승식,,,
2000-01-22,제주,10,삼쌍승식,,,
2000-01-23,제주,1,단승식,⑧,9.8,⑧ 9.8
2000-01-23,제주,1,연승식,⑧,1.5,⑧ 1.5 ③ 1.0 ④ 1.5
2000-01-23,제주,1,연승식,③,1.0,⑧ 1.5 ③ 1.0 ④ 1.5
2000-01-23,제주,1,연승식,④,1.5,⑧ 1.5 ③ 1.0 ④ 1.5
2000-01-23,제주,1,복승식,⑧③,2.4,⑧③ 2.4
2000-01-23,제주,1,쌍승식,⑧③,14.8,⑧③ 14.8
2000-01-23,제주,1,복연승식,,,
2000-01-23,제주,1,삼복승식,,,
2000-01-23,제주,1,삼쌍승식,,,
2000-01-23,제주,2,단승식,③,2.3,③ 2.3
2000-01-23,제주,2,연승식,③,1.3,③ 1.3 ⑩ 4.3 ⑥ 3.4
2000-01-23,제주,2,연승식,⑩,4.3,③ 1.3 ⑩ 4.3 ⑥ 3.4
2000-01-23,제주,2,연승식,⑥,3.4,③ 1.3 ⑩ 4.3 ⑥ 3.4
2000-01-23,제주,2,복승식,③⑩,23.6,③⑩ 23.6
2000-01-23,제주,2,쌍승식,,,
2000-01-23,제주,2,복연승식,,,
2000-01-23,제주,2,삼복승식,,,
2000-01-23,제주,2,삼쌍승식,,,
2000-01-23,제주,3,단승식,⑧,4.2,⑧ 4.2
2000-01-23,제주,3,연승식,⑧,2.1,⑧ 2.1 ③ 2.0 ② 2.6
2000-01-23,제주,3,연승식,③,2.0,⑧ 2.1 ③ 2.0 ② 2.6
2000-01-23,제주,3,연승식,②,2.6,⑧ 2.1 ③ 2.0 ② 2.6
2000-01-23,제주,3,복승식,⑧③,8.1,⑧③ 8.1
2000-01-23,제주,3,쌍승식,,,
2000-01-23,제주,3,복연승식,,,
2000-01-23,제주,3,삼복승식,,,
2000-01-23,제주,3,삼쌍승식,,,
2000-01-23,제주,4,단승식,①,1.3,① 1.3
2000-01-23,제주,4,연승식,①,1.4,① 1.4 ⑨ 1.4 ③ 2.9
2000-01-23,제주,4,연승식,⑨,1.4,① 1.4 ⑨ 1.4 ③ 2.9
2000-01-23,제주,4,연승식,③,2.9,① 1.4 ⑨ 1.4 ③ 2.9
2000-01-23,제주,4,복승식,①⑨,4.1,①⑨ 4.1
2000-01-23,제주,4,쌍승식,,,
2000-01-23,제주,4,복연승식,,,
2000-01-23,제주,4,삼복승식,,,
2000-01-23,제주,4,삼쌍승식,,,
2000-01-23,제주,5,단승식,④,12.7,④ 12.7
2000-01-23,제주,5,연승식,④,5.1,④ 5.1 ③ 1.2 ⑩ 2.2
2000-01-23,제주,5,연승식,③,1.2,④ 5.1 ③ 1.2 ⑩ 2.2
2000-01-23,제주,5,연승식,⑩,2.2,④ 5.1 ③ 1.2 ⑩ 2.2
2000-01-23,제주,5,복승식,④③,14.6,④③ 14.6
2000-01-23,제주,5,쌍승식,,,
2000-01-23,제주,5,복연승식,,,
2000-01-23,제주,5,삼복승식,,,
2000-01-23,제주,5,삼쌍승식,,,
2000-01-23,제주,6,단승식,④,2.9,④ 2.9
2000-01-23,제주,6,연승식,④,1.6,④ 1.6 ⑦ 3.9 ⑩ 2.5
2000-01-23,제주,6,연승식,⑦,3.9,④ 1.6 ⑦ 3.9 ⑩ 2.5
2000-01-23,제주,6,연승식,⑩,2.5,④ 1.6 ⑦ 3.9 ⑩ 2.5
2000-01-23,제주,6,복승식,④⑦,14.5,④⑦ 14.5
2000-01-23,제주,6,쌍승식,,,
2000-01-23,제주,6,복연승식,,,
2000-01-23,제주,6,삼복승식,,,
2000-01-23,제주,6,삼쌍승식,,,
2000-01-23,제주,7,단승식,①,5.0,① 5.0
2000-01-23,제주,7,연승식,①,1.4,① 1.4 ⑧ 1.3 ③ 1.9
2000-01-23,제주,7,연승식,⑧,1.3,① 1.4 ⑧ 1.3 ③ 1.9
2000-01-23,제주,7,연승식,③,1.9,① 1.4 ⑧ 1.3 ③ 1.9
2000-01-23,제주,7,복승식,①⑧,4.4,①⑧ 4.4
2000-01-23,제주,7,쌍승식,,,
2000-01-23,제주,7,복연승식,,,
2000-01-23,제주,7,삼복승식,,,
2000-01-23,제주,7,삼쌍승식,,,
2000-01-23,제주,8,단승식,④,10.9,④ 10.9
2000-01-23,제주,8,연승식,④,3.3,④ 3.3 ⑥ 3.6 ⑦ 5.2
2000-01-23,제주,8,연승식,⑥,3.6,④ 3.3 ⑥ 3.6 ⑦ 5.2
2000-01-23,제주,8,연승식,⑦,5.2,④ 3.3 ⑥ 3.6 ⑦ 5.2
2000-01-23,제주,8,복승식,④⑥,18.1,④⑥ 18.1
2000-01-23,제주,8,쌍승식,,,
2000-01-23,제주,8,복연승식,,,
2000-01-23,제주,8,삼복승식,,,
2000-01-23,제주,8,삼쌍승식,,,
2000-01-23,제주,9,단승식,④,4.9,④ 4.9
2000-01-23,제주,9,연승식,④,3.4,④ 3.4 ② 1.2
2000-01-23,제주,9,연승식,②,1.2,④ 3.4 ② 1.2
2000-01-23,제주,9,복승식,④②,2.8,④② 2.8
2000-01-23,제주,9,쌍승식,,,
2000-01-23,제주,9,복연승식,,,
2000-01-23,제주,9,삼복승식,,,
2000-01-23,제주,9,삼쌍승식,,,
2000-01-23,제주,10,단승식,⑥,3.5,⑥ 3.5
2000-01-23,제주,10,연승식,⑥,1.8,⑥ 1.8 ⑨ 1.6 ② 1.4
2000-01-23,제주,10,연승식,⑨,1.6,⑥ 1.8 ⑨ 1.6 ② 1.4
2000-01-23,제주,10,연승식,②,1.4,⑥ 1.8 ⑨ 1.6 ② 1.4
2000-01-23,제주,10,복승식,⑥⑨,4.8,⑥⑨ 4.8
2000-01-23,제주,10,쌍승식,,,
2000-01-23,제주,10,복연승식,,,
2000-01-23,제주,10,삼복승식,,,
2000-01-23,제주,10,삼쌍승식,,,
2000-01-29,제주,1,단승식,⑤,41.1,⑤ 41.1
2000-01-29,제주,1,연승식,⑤,2.2,⑤ 2.2 ② 2.3 ⑩ 1.7
2000-01-29,제주,1,연승식,②,2.3,⑤ 2.2 ② 2.3 ⑩ 1.7
2000-01-29,제주,1,연승식,⑩,1.7,⑤ 2.2 ② 2.3 ⑩ 1.7
2000-01-29,제주,1,복승식,⑤②,35.4,⑤② 35.4
2000-01-29,제주,1,쌍승식,,,
2000-01-29,제주,1,복연승식,,,
2000-01-29,제주,1,삼복승식,,,
2000-01-29,제주,1,삼쌍승식,,,
2000-01-29,제주,2,단승식,①,1.6,① 1.6
2000-01-29,제주,2,연승식,①,1.3,① 1.3 ③ 4.0 ⑥ 2.1
2000-01-29,제주,2,연승식,③,4.0,① 1.3 ③ 4.0 ⑥ 2.1
2000-01-29,제주,2,연승식,⑥,2.1,① 1.3 ③ 4.0 ⑥ 2.1
2000-01-29,제주,2,복승식,①③,18.9,①③ 18.9
2000-01-29,제주,2,쌍승식,,,
2000-01-29,제주,2,복연승식,,,
2000-01-29,제주,2,삼복승식,,,
2000-01-29,제주,2,삼쌍승식,,,
2000-01-29,제주,3,단승식,④,4.2,④ 4.2
2000-01-29,제주,3,연승식,④,1.0,④ 1.0 ② 1.6 ③ 1.0
2000-01-29,제주,3,연승식,②,1.6,④ 1.0 ② 1.6 ③ 1.0
2000-01-29,제주,3,연승식,③,1.0,④ 1.0 ② 1.6 ③ 1.0
2000-01-29,제주,3,복승식,④②,4.8,④② 4.8
2000-01-29,제주,3,쌍승식,,,
2000-01-29,제주,3,복연승식,,,
2000-01-29,제주,3,삼복승식,,,
2000-01-29,제주,3,삼쌍승식,,,
2000-01-29,제주,4,단승식,③,7.0,③ 7.0
2000-01-29,제주,4,연승식,③,1.6,③ 1.6 ⑤ 1.4 ⑦ 2.6
2000-01-29,제주,4,연승식,⑤,1.4,③ 1.6 ⑤ 1.4 ⑦ 2.6
2000-01-29,제주,4,연승식,⑦,2.6,③ 1.6 ⑤ 1.4 ⑦ 2.6
2000-01-29,제주,4,복승식,③⑤,4.3,③⑤ 4.3
2000-01-29,제주,4,쌍승식,,,
2000-01-29,제주,4,복연승식,,,
2000-01-29,제주,4,삼복승식,,,
2000-01-29,제주,4,삼쌍승식,,,
2000-01-29,제주,5,단승식,③,3.6,③ 3.6
2000-01-29,제주,5,연승식,③,2.0,③ 2.0 ④ 1.6
2000-01-29,제주,5,연승식,④,1.6,③ 2.0 ④ 1.6
2000-01-29,제주,5,복승식,③④,2.9,③④ 2.9
2000-01-29,제주,5,쌍승식,,,
2000-01-29,제주,5,복연승식,,,
2000-01-29,제주,5,삼복승식,,,
2000-01-29,제주,5,삼쌍승식,,,
2000-01-29,제주,6,단승식,⑨,1.7,⑨ 1.7
2000-01-29,제주,6,연승식,⑨,1.3,⑨ 1.3 ④ 4.4 ⑦ 3.1
2000-01-29,제주,6,연승식,④,4.4,⑨ 1.3 ④ 4.4 ⑦ 3.1
2000-01-29,제주,6,연승식,⑦,3.1,⑨ 1.3 ④ 4.4 ⑦ 3.1
2000-01-29,제주,6,복승식,⑨④,7.9,⑨④ 7.9
2000-01-29,제주,6,쌍승식,,,
2000-01-29,제주,6,복연승식,,,
2000-01-29,제주,6,삼복승식,,,
2000-01-29,제주,6,삼쌍승식,,,
2000-01-29,제주,7,단승식,⑩,7.8,⑩ 7.8
2000-01-29,제주,7,연승식,⑩,1.8,⑩ 1.8 ⑨ 3.0 ③ 3.1
2000-01-29,제주,7,연승식,⑨,3.0,⑩ 1.8 ⑨ 3.0 ③ 3.1
2000-01-29,제주,7,연승식,③,3.1,⑩ 1.8 ⑨ 3.0 ③ 3.1
2000-01-29,제주,7,복승식,⑩⑨,56.3,⑩⑨ 56.3
2000-01-29,제주,7,쌍승식,,,
2000-01-29,제주,7,복연승식,,,
2000-01-29,제주,7,삼복승식,,,
2000-01-29,제주,7,삼쌍승식,,,
2000-01-29,제주,8,단승식,④,1.5,④ 1.5
2000-01-29,제주,8,연승식,④,1.2,④ 1.2 ② 3.9 ⑥ 1.6
2000-01-29,제주,8,연승식,②,3.9,④ 1.2 ② 3.9 ⑥ 1.6
2000-01-29,제주,8,연승식,⑥,1.6,④ 1.2 ② 3.9 ⑥ 1.6
2000-01-29,제주,8,복승식,④②,19.2,④② 19.2
2000-01-29,제주,8,쌍승식,④②,18.4,④② 18.4
2000-01-29,제주,8,복연승식,,,
2000-01-29,제주,8,삼복승식,,,
2000-01-29,제주,8,삼쌍승식,,,
2000-01-29,제주,9,단승식,⑧,22.6,⑧ 22.6
2000-01-29,제주,9,연승식,⑧,1.0,⑧ 1.0 ① 2.5 ⑥ 1.6
2000-01-29,제주,9,연승식,①,2.5,⑧ 1.0 ① 2.5 ⑥ 1.6
2000-01-29,제주,9,연승식,⑥,1.6,⑧ 1.0 ① 2.5 ⑥ 1.6
2000-01-29,제주,9,복승식,⑧①,15.8,⑧① 15.8
2000-01-29,제주,9,쌍승식,,,
2000-01-29,제주,9,복연승식,,,
2000-01-29,제주,9,삼복승식,,,
2000-01-29,제주,9,삼쌍승식,,,
2000-01-29,제주,10,단승식,⑤,3.3,⑤ 3.3
2000-01-29,제주,10,연승식,⑤,2.1,⑤ 2.1 ⑦ 1.3 ② 4.2
2000-01-29,제주,10,연승식,⑦,1.3,⑤ 2.1 ⑦ 1.3 ② 4.2
2000-01-29,제주,10,연승식,②,4.2,⑤ 2.1 ⑦ 1.3 ② 4.2
2000-01-29,제주,10,복승식,⑤⑦,28.0,⑤⑦ 28.0
2000-01-29,제주,10,쌍승식,,,
2000-01-29,제주,10,복연승식,,,
2000-01-29,제주,10,삼복승식,,,
2000-01-29,제주,10,삼쌍승식,,,
2000-01-30,제주,1,단승식,⑤,5.0,⑤ 5.0
2000-01-30,제주,1,연승식,⑤,1.0,⑤ 1.0 ⑩ 1.3 ② 1.6
2000-01-30,제주,1,연승식,⑩,1.3,⑤ 1.0 ⑩ 1.3 ② 1.6
2000-01-30,제주,1,연승식,②,1.6,⑤ 1.0 ⑩ 1.3 ② 1.6
2000-01-30,제주,1,복승식,⑤⑩,6.1,⑤⑩ 6.1
2000-01-30,제주,1,쌍승식,⑤⑩,9.9,⑤⑩ 9.9
2000-01-30,제주,1,복연승식,,,
2000-01-30,제주,1,삼복승식,,,
2000-01-30,제주,1,삼쌍승식,,,
2000-01-30,제주,2,단승식,⑥,6.4,⑥ 6.4
2000-01-30,제주,2,연승식,⑥,1.9,⑥ 1.9 ② 2.1 ⑨ 1.1
2000-01-30,제주,2,연승식,②,2.1,⑥ 1.9 ② 2.1 ⑨ 1.1
2000-01-30,제주,2,연승식,⑨,1.1,⑥ 1.9 ② 2.1 ⑨ 1.1
2000-01-30,제주,2,복승식,⑥②,16.3,⑥② 16.3
2000-01-30,제주,2,쌍승식,,,
2000-01-30,제주,2,복연승식,,,
2000-01-30,제주,2,삼복승식,,,
2000-01-30,제주,2,삼쌍승식,,,
2000-01-30,제주,3,단승식,⑧,2.7,⑧ 2.7
2000-01-30,제주,3,연승식,⑧,1.5,⑧ 1.5 ⑦ 1.2 ⑥ 1.4
2000-01-30,제주,3,연승식,⑦,1.2,⑧ 1.5 ⑦ 1.2 ⑥ 1.4
2000-01-30,제주,3,연승식,⑥,1.4,⑧ 1.5 ⑦ 1.2 ⑥ 1.4
2000-01-30,제주,3,복승식,⑧⑦,4.8,⑧⑦ 4.8
2000-01-30,제주,3,쌍승식,⑧⑦,7.9,⑧⑦ 7.9
2000-01-30,제주,3,복연승식,,,
2000-01-30,제주,3,삼복승식,,,
2000-01-30,제주,3,삼쌍승식,,,
2000-01-30,제주,4,단승식,①,5.3,① 5.3
2000-01-30,제주,4,연승식,①,1.5,① 1.5 ③ 1.5 ⑤ 1.1
2000-01-30,제주,4,연승식,③,1.5,① 1.5 ③ 1.5 ⑤ 1.1
2000-01-30,제주,4,연승식,⑤,1.1,① 1.5 ③ 1.5 ⑤ 1.1
2000-01-30,제주,4,복승식,①③,16.4,①③ 16.4
2000-01-30,제주,4,쌍승식,,,
2000-01-30,제주,4,복연승식,,,
2000-01-30,제주,4,삼복승식,,,
2000-01-30,제주,4,삼쌍승식,,,
2000-01-30,제주,5,단승식,⑧,2.0,⑧ 2.0
2000-01-30,제주,5,연승식,⑧,1.0,⑧ 1.0 ④ 1.3 ⑤ 1.5
2000-01-30,제주,5,연승식,④,1.3,⑧ 1.0 ④ 1.3 ⑤ 1.5
2000-01-30,제주,5,연승식,⑤,1.5,⑧ 1.0 ④ 1.3 ⑤ 1.5
2000-01-30,제주,5,복승식,⑧④,2.0,⑧④ 2.0
2000-01-30,제주,5,쌍승식,,,
2000-01-30,제주,5,복연승식,,,
2000-01-30,제주,5,삼복승식,,,
2000-01-30,제주,5,삼쌍승식,,,
2000-01-30,제주,6,단승식,①,4.8,① 4.8
2000-01-30,제주,6,연승식,①,1.8,① 1.8 ② 2.7 ③ 4.6
2000-01-30,제주,6,연승식,②,2.7,① 1.8 ② 2.7 ③ 4.6
2000-01-30,제주,6,연승식,③,4.6,① 1.8 ② 2.7 ③ 4.6
2000-01-30,제주,6,복승식,①②,14.6,①② 14.6
2000-01-30,제주,6,쌍승식,,,
2000-01-30,제주,6,복연승식,,,
2000-01-30,제주,6,삼복승식,,,
2000-01-30,제주,6,삼쌍승식,,,
2000-01-30,제주,7,단승식,④,1.3,④ 1.3
2000-01-30,제주,7,연승식,④,1.1,④ 1.1 ⑥ 4.7 ⑦ 1.5
2000-01-30,제주,7,연승식,⑥,4.7,④ 1.1 ⑥ 4.7 ⑦ 1.5
2000-01-30,제주,7,연승식,⑦,1.5,④ 1.1 ⑥ 4.7 ⑦ 1.5
2000-01-30,제주,7,복승식,④⑥,42.8,④⑥ 42.8
2000-01-30,제주,7,쌍승식,,,
2000-01-30,제주,7,복연승식,,,
2000-01-30,제주,7,삼복승식,,,
2000-01-30,제주,7,삼쌍승식,,,
2000-01-30,제주,8,단승식,④,4.9,④ 4.9
2000-01-30,제주,8,연승식,④,1.3,④ 1.3 ⑧ 3.8 ① 6.3
2000-01-30,제주,8,연승식,⑧,3.8,④ 1.3 ⑧ 3.8 ① 6.3
2000-01-30,제주,8,연승식,①,6.3,④ 1.3 ⑧ 3.8 ① 6.3
2000-01-30,제주,8,복승식,④⑧,29.2,④⑧ 29.2
2000-01-30,제주,8,쌍승식,,,
2000-01-30,제주,8,복연승식,,,
2000-01-30,제주,8,삼복승식,,,
2000-01-30,제주,8,삼쌍승식,,,
2000-01-30,제주,9,단승식,⑤,4.4,⑤ 4.4
2000-01-30,제주,9,연승식,⑤,1.0,⑤ 1.0 ⑦ 8.0 ② 2.3
2000-01-30,제주,9,연승식,⑦,8.0,⑤ 1.0 ⑦ 8.0 ② 2.3
2000-01-30,제주,9,연승식,②,2.3,⑤ 1.0 ⑦ 8.0 ② 2.3
2000-01-30,제주,9,복승식,⑤⑦,21.7,⑤⑦ 21.7
2000-01-30,제주,9,쌍승식,,,
2000-01-30,제주,9,복연승식,,,
2000-01-30,제주,9,삼복승식,,,
2000-01-30,제주,9,삼쌍승식,,,
2000-01-30,제주,10,단승식,⑧,4.2,⑧ 4.2
2000-01-30,제주,10,연승식,⑧,2.4,⑧ 2.4 ③ 1.3 ④ 2.2
2000-01-30,제주,10,연승식,③,1.3,⑧ 2.4 ③ 1.3 ④ 2.2
2000-01-30,제주,10,연승식,④,2.2,⑧ 2.4 ③ 1.3 ④ 2.2
2000-01-30,제주,10,복승식,⑧③,29.7,⑧③ 29.7
2000-01-30,제주,10,쌍승식,,,
2000-01-30,제주,10,복연승식,,,
2000-01-30,제주,10,삼복승식,,,
2000-01-30,제주,10,삼쌍승식,,,
